apk,color,fuel,history,make,mileage,model,owners,power,price_euro,seller,transmission,weight,year,predicted_label
Oct/26,Grijs,Benzine,,Peugeot,62090,208,,74,15925,Autobedrijf,Handgeschakeld,1065,Oct/20,5
Mar/26,Wit,Benzine,,Peugeot,57083,108,,53,10235,Autobedrijf,Handgeschakeld,815,Mar/20,4
Feb/26,Zwart,Benzine,,Peugeot,51665,308,,96,15900,Autobedrijf,Automatisch,1125,Feb/18,4
May/25,Grijs,Benzine,,Peugeot,69074,2008,,60,11435,Autobedrijf,Handgeschakeld,1020,May/16,5
Nieuw,Zwart,Benzine,Ja,Peugeot,74817,2008,,74,17995,Autobedrijf,Handgeschakeld,1163,Mar/20,0
Apr/27,Grijs,Benzine,,Peugeot,70173,5008,,96,20945,Autobedrijf,Handgeschakeld,1295,Mar/19,5
Sep/26,Zwart,Benzine,,Peugeot,56992,108,,53,9395,Autobedrijf,Handgeschakeld,815,Sep/20,0
Nieuw,Wit,Benzine,Ja,Peugeot,74262,2008,,114,19950,Autobedrijf,Automatisch,,Feb/20,5
Nieuw,Blauw,Benzine,Ja,Peugeot,53093,308,2,82,14745,Autobedrijf,Handgeschakeld,1179,Jul/19,4
Nieuw,Zwart,Benzine,Ja,Peugeot,64938,3008,,96,19950,Autobedrijf,Automatisch,,Jan/20,5
Apr/27,Grijs,Benzine,Ja,Peugeot,67634,108,,53,9750,Autobedrijf,Handgeschakeld,815,Feb/20,0
Mar/27,Wit,Benzine,,Peugeot,68165,208,,61,12390,Autobedrijf,Handgeschakeld,955,Jul/19,0
Jan/27,Grijs,Benzine,,Peugeot,66892,208,,60,11425,Autobedrijf,Handgeschakeld,955,Nov/19,5
Jan/27,Grijs,Benzine,,Peugeot,61944,108,,53,8995,Autobedrijf,Handgeschakeld,815,Jan/20,0
May/26,Grijs,Benzine,,Peugeot,52197,308,,96,16950,Autobedrijf,Handgeschakeld,1180,May/20,5
Nieuw,Wit,Benzine,Ja,Peugeot,65097,3008,1,96,22400,Autobedrijf,Automatisch,1295,Mar/20,5
,Grijs,Benzine,,Peugeot,67462,108,,50,7950,Autobedrijf,Handgeschakeld,815,Feb/15,5
Mar/26,Wit,Benzine,,Peugeot,50802,108,,53,10535,Autobedrijf,Handgeschakeld,815,Mar/20,5
Nieuw,Grijs,Stroom,,Peugeot,56725,e-208,,100,16950,Autobedrijf,Automatisch,1430,Sep/20,5
Aug/26,Rood,Benzine,,Peugeot,75966,208,,75,17950,Autobedrijf,Handgeschakeld,1065,Aug/20,5
Nieuw,Zwart,Benzine,,Peugeot,76038,108,,53,8445,Autobedrijf,Handgeschakeld,815,Jan/19,5
Nieuw,Grijs,Benzine,Ja,Peugeot,79436,108,,53,9500,Autobedrijf,Handgeschakeld,815,Jan/20,0
Nieuw,Wit,Benzine,Ja,Peugeot,73966,2008,,96,18950,Autobedrijf,Automatisch,,Jun/20,5
Nieuw,Grijs,Benzine,Ja,Peugeot,76815,308,1,81,14900,Autobedrijf,Handgeschakeld,1180,Feb/20,5
,Wit,Benzine,,Peugeot,65160,208,,74,15950,Autobedrijf,Handgeschakeld,1065,Jul/20,5
Feb/26,Wit,Benzine,,Peugeot,63902,108,,53,11535,Autobedrijf,Handgeschakeld,815,Feb/20,1
Sep/25,Rood,Benzine,,Peugeot,76064,3008,,96,21940,Autobedrijf,Automatisch,1295,Sep/19,4
Aug/26,Zwart,Benzine,,Peugeot,65422,108,,53,12235,Autobedrijf,Handgeschakeld,815,Aug/20,1
Jun/25,Rood,Benzine,,Peugeot,72178,2008,,81,17425,Autobedrijf,Automatisch,1165,Jun/19,5
Nieuw,Grijs,Benzine,Ja,Peugeot,65005,5008,,96,26895,Autobedrijf,Automatisch,1405,Mar/20,1
Nieuw,Grijs,Benzine,Ja,Peugeot,57284,5008,,96,25995,Autobedrijf,Automatisch,1405,Dec/20,1
May/26,Grijs,Benzine,Ja,Peugeot,55647,2008,1,81,17250,Autobedrijf,Automatisch,1125,Jun/18,0
Feb/27,Rood,Benzine,Ja,Peugeot,51010,208,,74,16250,Autobedrijf,Handgeschakeld,1065,Jun/20,0
Nov/25,Grijs,Benzine,,Peugeot,72046,5008,,96,19745,Autobedrijf,Handgeschakeld,1385,Nov/19,5
Jun/26,Grijs,Benzine,Ja,Peugeot,57298,208,,60,10925,Autobedrijf,Handgeschakeld,950,Aug/18,5
Mar/26,Zwart,Diesel,Ja,Peugeot,75601,Partner,,96,18300,Autobedrijf,Automatisch,1405,Aug/20,5
Feb/26,Wit,Benzine,,Peugeot,63979,3008,,96,21950,Autobedrijf,Automatisch,1295,Feb/20,5
Nieuw,Grijs,Diesel,Ja,Peugeot,53092,Boxer,,103,17400,Autobedrijf,Handgeschakeld,1930,Mar/20,5
,Zilver,Diesel,Ja,Peugeot,60024,Partner,,,11400,Autobedrijf,Handgeschakeld,,Aug/17,0
,Wit,Benzine,,Peugeot,72148,2008,,96,20925,Autobedrijf,Automatisch,1180,Dec/20,5
May/25,Wit,Diesel,,Peugeot,56989,Partner,,55,7750,Autobedrijf,Handgeschakeld,1267,Feb/19,1
Nieuw,Wit,Diesel,Ja,Peugeot,77309,Expert,,85,11895,Autobedrijf,Handgeschakeld,1508,Mar/18,5
Jun/25,Wit,Diesel,Ja,Peugeot,64496,Boxer,1,96,14950,Autobedrijf,Handgeschakeld,1900,Jun/18,0
Nieuw,Wit,Diesel,,Peugeot,60160,Expert,1,70,11900,Autobedrijf,Handgeschakeld,1472,Nov/18,5
Jan/26,Wit,Diesel,,Peugeot,77035,Expert,1,90,11850,Autobedrijf,Handgeschakeld,1629,Dec/18,1
May/25,Grijs,Diesel,,Peugeot,60953,Expert,,130,18875,Autobedrijf,Automatisch,1621,May/19,5
Nieuw,Wit,Diesel,Ja,Peugeot,67080,Expert,,88,11895,Autobedrijf,Handgeschakeld,1556,Aug/19,5
Oct/26,Zwart,Stroom,Ja,Peugeot,79316,e-2008,2,100,19900,Autobedrijf,Automatisch,1523,Oct/20,0
Nieuw,Wit,Benzine,Ja,Peugeot,66908,3008,,96,22900,Autobedrijf,Automatisch,1295,Jul/20,5
Aug/25,Wit,Diesel,,Peugeot,64121,Expert,,90,15000,Particulier,Handgeschakeld,1660,Oct/19,0
Dec/26,Wit,Stroom,,Peugeot,57853,e-2008,,100,18950,Autobedrijf,Automatisch,1523,Dec/20,5
Jan/26,Bruin,Stroom,,Peugeot,59136,3008,3,220,24549,Autobedrijf,Automatisch,1915,Jan/20,5
Dec/26,Blauw,Stroom,,Peugeot,52263,e-2008,,57,18250,Autobedrijf,Automatisch,1523,Dec/20,0
May/25,Blauw,Benzine,,Peugeot,68956,3008,,96,22935,Autobedrijf,Automatisch,1295,May/19,4
Apr/26,,Diesel,Ja,Peugeot,67515,Expert,,90,13700,Autobedrijf,Handgeschakeld,1565,Apr/19,1
,Grijs,Benzine,,Peugeot,124786,206,,100,2100,Particulier,Handgeschakeld,1127,Jun/03,0
,Zwart,Benzine,,Peugeot,112566,307,,100,5300,Particulier,Automatisch,,Mar/04,0
Mar/26,Grijs,Benzine,,Peugeot,117504,206,,80,1295,Autobedrijf,Handgeschakeld,1115,Nov/01,5
,Grijs,Elektro/Benzine,Ja,Peugeot,51680,3008,,147,26495,Autobedrijf,Automatisch,1815,Nov/20,5
Apr/26,Blauw,Benzine,,Peugeot,120000,107,,50,2500,Particulier,Handgeschakeld,765,Sep/05,0
Aug/25,Zwart,Benzine,Ja,Peugeot,82096,3008,,96,16700,Autobedrijf,Automatisch,1295,Jun/19,5
Nieuw,Zwart,Benzine,Ja,Peugeot,83976,5008,1,121,23900,Autobedrijf,Automatisch,1340,Jan/18,5
,Rood,Benzine,Ja,Peugeot,100450,206,,80,2250,Particulier,Handgeschakeld,988,Apr/01,0
Mar/27,Wit,Benzine,,Peugeot,93641,108,,53,7490,Autobedrijf,Handgeschakeld,815,Feb/19,1
Dec/25,Grijs,Benzine,,Peugeot,93089,2008,,81,9940,Autobedrijf,Handgeschakeld,1065,Apr/17,0
,Wit,Benzine,,Peugeot,91078,3008,,96,16999,Autobedrijf,Automatisch,1295,Jun/19,0
Nieuw,Wit,Benzine,Ja,Peugeot,99093,208,,81,9950,Autobedrijf,Handgeschakeld,1045,Jun/17,0
Apr/27,Grijs,Benzine,,Peugeot,97165,Partner,,81,12945,Autobedrijf,Handgeschakeld,1295,Jun/18,0
Nieuw,Grijs,Benzine,Ja,Peugeot,95351,3008,,96,15950,Autobedrijf,Handgeschakeld,1225,Oct/17,0
Nieuw,Oranje,Benzine,,Peugeot,90563,208,,60,7900,Autobedrijf,Handgeschakeld,950,Jan/17,3
Aug/25,Rood,Benzine,,Peugeot,96171,2008,1,81,9449,Autobedrijf,Handgeschakeld,1275,Aug/16,5
Feb/26,Grijs,Benzine,Ja,Peugeot,96851,208,,50,8499,Autobedrijf,Handgeschakeld,945,Jan/17,0
Nieuw,Zwart,Benzine,Ja,Peugeot,98945,5008,,96,18950,Autobedrijf,Automatisch,,Mar/18,5
Nieuw,Grijs,Benzine,Ja,Peugeot,88032,5008,,96,19745,Autobedrijf,Automatisch,1405,Aug/18,0
,Geel,Benzine,,Peugeot,89079,3008,,96,15950,Autobedrijf,Handgeschakeld,1229,Feb/18,5
Apr/26,Grijs,Benzine,Ja,Peugeot,98985,Partner,2,81,12950,Autobedrijf,Handgeschakeld,1295,Sep/17,0
Nieuw,Grijs,Benzine,Ja,Peugeot,94276,3008,,96,16750,Autobedrijf,Automatisch,1295,Dec/19,0
Mar/26,Zwart,Benzine,Ja,Peugeot,85597,3008,,121,20925,Autobedrijf,Automatisch,1275,Feb/18,5
Nieuw,Zwart,Benzine,Ja,Peugeot,84005,3008,,96,16950,Autobedrijf,Automatisch,,Jan/19,5
Nov/26,Grijs,Benzine,,Peugeot,85427,2008,,81,12945,Autobedrijf,Automatisch,1125,Nov/18,5
,Wit,Benzine,Ja,Peugeot,85613,5008,,96,19400,Autobedrijf,Automatisch,1405,Sep/19,5
,Blauw,Benzine,,Peugeot,89289,5008,,96,21950,Autobedrijf,Automatisch,1392,Mar/19,0
Feb/26,Wit,Benzine,Ja,Peugeot,88041,3008,,96,18900,Autobedrijf,Automatisch,1245,Feb/18,0
Nieuw,Blauw,Benzine,Ja,Peugeot,99996,3008,,96,15950,Autobedrijf,Automatisch,,Apr/17,0
Mar/26,Wit,Benzine,,Peugeot,92606,2008,,81,12400,Autobedrijf,Automatisch,1125,Jun/17,5
Jun/26,Rood,Benzine,Ja,Peugeot,98120,2008,,81,12950,Autobedrijf,Automatisch,1125,Jun/18,0
Nieuw,Grijs,Benzine,,Peugeot,92184,3008,,96,16900,Autobedrijf,Handgeschakeld,1295,Jun/19,5
Jul/25,Groen,Benzine,Ja,Peugeot,85593,2008,3,82,8744,Autobedrijf,Handgeschakeld,1065,Sep/16,0
Dec/25,Zwart,Benzine,,Peugeot,94145,2008,,60,9750,Autobedrijf,Handgeschakeld,1020,Dec/17,0
Nieuw,Rood,Benzine,,Peugeot,97000,108,,51,6945,Autobedrijf,Handgeschakeld,815,Sep/16,1
Nieuw,Blauw,Benzine,,Peugeot,94331,208,,96,16999,Autobedrijf,Automatisch,,Dec/19,0
Nov/26,Rood,Benzine,Ja,Peugeot,99566,2008,,81,12950,Autobedrijf,Automatisch,1165,Nov/18,0
,Grijs,Benzine,Ja,Peugeot,87784,108,,51,7395,Autobedrijf,Handgeschakeld,830,May/17,0
Nieuw,Wit,Benzine,Ja,Peugeot,80696,108,,51,7400,Autobedrijf,Handgeschakeld,830,Feb/16,5
Oct/26,Zwart,Benzine,,Peugeot,86186,3008,,96,17950,Autobedrijf,Handgeschakeld,1229,Oct/17,5
Nieuw,Zwart,Benzine,Ja,Peugeot,87201,2008,,81,13940,Autobedrijf,Automatisch,1165,Apr/19,0
Sep/26,Zwart,Benzine,Ja,Peugeot,89654,208,,60,8950,Autobedrijf,Handgeschakeld,950,Sep/18,0
Apr/26,Blauw,Benzine,Ja,Peugeot,69442,108,,53,10845,Autobedrijf,Handgeschakeld,815,Apr/20,5
Nov/26,Zwart,Benzine,,Peugeot,61393,308,4,82,18450,Autobedrijf,Handgeschakeld,1229,Nov/22,0
Nieuw,Zwart,Stroom,Ja,Peugeot,58608,e-2008,2,100,17490,Autobedrijf,Automatisch,1523,Nov/21,0
Nieuw,Zwart,Stroom,Ja,Peugeot,62498,e-208,2,100,19900,Autobedrijf,Automatisch,1430,Apr/23,5
Nieuw,Grijs,Benzine,Ja,Peugeot,55898,108,2,53,10350,Autobedrijf,Handgeschakeld,815,Feb/21,5
Jul/26,Blauw,Benzine,Ja,Peugeot,55431,308,,96,22825,Autobedrijf,Automatisch,1264,Jul/22,5
Jan/27,Grijs,Benzine,,Peugeot,56403,208,,74,16400,Autobedrijf,Handgeschakeld,1065,Jan/23,5
,Wit,Diesel,,Peugeot,54381,Rifter,,75,18950,Autobedrijf,Handgeschakeld,1405,Jul/21,1
Jan/27,Wit,Benzine,Ja,Peugeot,52297,2008,2,74,18290,Autobedrijf,Handgeschakeld,1163,Apr/21,0
Nieuw,Grijs,Elektro/Benzine,Ja,Peugeot,57907,3008,,133,24995,Autobedrijf,Automatisch,1738,Feb/22,0
,Grijs,Benzine,,Peugeot,68468,Rifter,1,81,20945,Autobedrijf,Handgeschakeld,1401,Jan/21,5
Jan/26,Zwart,Benzine,Ja,Peugeot,74101,107,2,50,5744,Autobedrijf,Handgeschakeld,780,Jan/13,5
Jun/26,Wit,Benzine,Ja,Peugeot,64776,308,,81,17680,Autobedrijf,Handgeschakeld,1229,Jun/22,5
Nieuw,Grijs,Benzine,,Peugeot,75440,107,,50,5425,Autobedrijf,Handgeschakeld,780,Apr/13,0
Nieuw,Grijs,Benzine,Ja,Peugeot,78099,,,54,4250,Autobedrijf,Handgeschakeld,908,Dec/11,0
Nieuw,Zwart,Benzine,Ja,Peugeot,78650,207,2,88,8150,Autobedrijf,Handgeschakeld,1317,Feb/13,0
Nieuw,Grijs,Benzine,,Peugeot,165462,107,,50,3999,Autobedrijf,Handgeschakeld,780,Oct/13,0
May/26,Grijs,Benzine,,Peugeot,79017,208,,74,17940,Autobedrijf,Automatisch,1065,May/22,5
Nieuw,Zwart,Benzine,Ja,Peugeot,66819,108,3,60,8450,Autobedrijf,Handgeschakeld,840,Nov/14,5
Aug/25,,Diesel,,Peugeot,58919,Partner,,66,5750,Autobedrijf,Handgeschakeld,1345,Aug/13,0
Nieuw,Blauw,Benzine,Ja,Peugeot,78657,208,,60,6990,Autobedrijf,Handgeschakeld,950,May/13,0
Oct/25,Paars,Benzine,Ja,Peugeot,73007,107,,50,5940,Autobedrijf,Handgeschakeld,780,Oct/13,1
Sep/25,Grijs,Benzine,Ja,Peugeot,73596,2008,5,60,9990,Autobedrijf,Automatisch,1030,Jul/14,0
Nieuw,Blauw,Benzine,Ja,Peugeot,78975,107,,50,7250,Autobedrijf,Automatisch,815,Jul/12,0
Jun/25,Blauw,Benzine,,Peugeot,78000,308,,88,5999,Autobedrijf,Handgeschakeld,1262,Jun/11,0
,Blauw,Benzine,Ja,Peugeot,67523,Bipper,,55,8250,Autobedrijf,Handgeschakeld,1155,Nov/12,0
Apr/26,Zwart,Benzine,Ja,Peugeot,119032,5008,,96,20000,Autobedrijf,Handgeschakeld,1385,Jan/20,0
Jan/26,Wit,Benzine,Ja,Peugeot,105205,108,,53,7950,Autobedrijf,Handgeschakeld,815,Jan/20,0
Mar/27,Wit,Stroom,Ja,Peugeot,116177,e-208,,100,13444,Autobedrijf,Automatisch,1430,Nov/21,0
Mar/26,Zwart,Benzine,,Peugeot,66290,107,,50,4750,Autobedrijf,Handgeschakeld,800,Jun/12,0
Apr/27,Wit,Benzine,Ja,Peugeot,108939,208,,55,12500,Autobedrijf,Handgeschakeld,955,Mar/21,0
Jun/28,Blauw,Stroom,Ja,Peugeot,24822,408,,132,34900,Autobedrijf,Automatisch,1681,Jun/24,0
May/26,Grijs,Benzine,,Peugeot,124230,208,2,55,11249,Autobedrijf,Handgeschakeld,955,May/20,0
,Grijs,Benzine,Ja,Peugeot,103767,3008,,121,19750,Autobedrijf,Automatisch,1275,Feb/18,0
Nieuw,Zwart,Diesel,Ja,Peugeot,114500,Boxer,,96,10950,Autobedrijf,Handgeschakeld,1900,Apr/16,0
Sep/25,Grijs,Benzine,,Peugeot,107322,Partner,,82,12440,Autobedrijf,Handgeschakeld,1295,Nov/17,0
Sep/25,Wit,Stroom,,Peugeot,111772,Partner,,49,5485,Autobedrijf,Automatisch,1564,Sep/19,5
,Grijs,Diesel,,Peugeot,111793,Partner,,73,7950,Autobedrijf,Handgeschakeld,1353,Feb/18,3
May/25,Wit,Diesel,,Peugeot,102317,Boxer,2,96,13444,Autobedrijf,Handgeschakeld,2400,Apr/16,0
Nieuw,Zwart,Benzine,Ja,Peugeot,121640,208,,61,8445,Autobedrijf,Handgeschakeld,955,Jun/19,0
Nov/25,Grijs,Benzine,,Peugeot,105985,2008,,81,8445,Autobedrijf,Handgeschakeld,1065,Nov/16,0
Oct/25,Grijs,Benzine,Ja,Peugeot,104345,2008,1,81,7950,Autobedrijf,Handgeschakeld,1065,Sep/15,0
Apr/26,Grijs,Benzine,Ja,Peugeot,103418,Partner,,72,10950,Autobedrijf,Handgeschakeld,1295,Apr/16,5
Mar/26,Wit,Benzine,Ja,Peugeot,105618,108,,51,6450,Autobedrijf,Handgeschakeld,815,May/15,5
Sep/25,Grijs,Benzine,Ja,Peugeot,109358,2008,,81,12495,Autobedrijf,Automatisch,1165,May/19,0
Apr/27,Grijs,Benzine,Ja,Peugeot,111385,5008,4,133,19999,Autobedrijf,Automatisch,1405,Jul/19,0
Nov/26,Zwart,Benzine,Ja,Peugeot,101506,3008,,96,14395,Autobedrijf,Handgeschakeld,1295,Nov/18,0
Apr/26,Rood,Benzine,Ja,Peugeot,101980,3008,2,96,14950,Autobedrijf,Automatisch,1245,Aug/17,0
Nieuw,Wit,Benzine,Ja,Peugeot,116435,108,,51,5950,Autobedrijf,Handgeschakeld,815,Apr/15,5
Apr/26,Grijs,Benzine,Ja,Peugeot,124706,208,,81,7750,Autobedrijf,Handgeschakeld,1045,May/16,5
Sep/25,Blauw,Benzine,,Peugeot,49254,208,3,60,9743,Autobedrijf,Automatisch,955,Aug/15,0
Sep/25,Rood,Benzine,,Peugeot,118419,2008,3,82,8899,Autobedrijf,Handgeschakeld,1065,Jan/18,5
Aug/25,Blauw,Benzine,Ja,Peugeot,106304,208,1,81,9000,Particulier,Handgeschakeld,1045,Aug/15,0
Nieuw,Zwart,Benzine,Ja,Peugeot,108680,208,,61,8945,Autobedrijf,Handgeschakeld,950,May/19,0
Mar/26,Grijs,Diesel,,Peugeot,115045,308,,96,10900,Autobedrijf,Handgeschakeld,1155,Sep/19,5
Nov/26,Grijs,Benzine,Ja,Peugeot,107808,3008,3,96,14745,Autobedrijf,Handgeschakeld,1295,Nov/18,0
Jan/26,Rood,Benzine,,Peugeot,124995,108,,50,5245,Autobedrijf,Handgeschakeld,830,Oct/17,0
Feb/26,Grijs,Benzine,,Peugeot,114597,2008,,81,8440,Autobedrijf,Handgeschakeld,1065,Feb/16,0
Mar/26,Wit,Benzine,Ja,Peugeot,121569,2008,,96,7500,Autobedrijf,Handgeschakeld,1135,Feb/16,0
Dec/25,Geel,Stroom,,Peugeot,54313,e-208,1,100,13949,Autobedrijf,Automatisch,1530,Sep/20,5
Jan/26,Wit,Diesel,,Peugeot,158793,308,,88,7445,Autobedrijf,Handgeschakeld,1275,Dec/15,0
Aug/25,Wit,Benzine,Ja,Peugeot,164928,2008,,81,7449,Autobedrijf,Handgeschakeld,1065,Jan/17,0
,Zwart,Diesel,Ja,Peugeot,124185,Expert,,130,20600,Autobedrijf,Automatisch,1677,Dec/19,0
Mar/26,Zwart,Diesel,,Peugeot,102000,Expert,1,90,20450,Particulier,Handgeschakeld,1729,Oct/18,0
,Zilver,Diesel,Ja,Peugeot,122281,Partner,,,9700,Autobedrijf,Handgeschakeld,,Aug/17,0
,Zilver,Diesel,Ja,Peugeot,113453,Partner,,,9700,Autobedrijf,Handgeschakeld,,Aug/17,0
,Wit,Diesel,,Peugeot,118132,Expert,4,90,12900,Autobedrijf,Handgeschakeld,1588,Apr/19,0
Feb/26,Grijs,Benzine,,Peugeot,194123,208,,60,4994,Autobedrijf,Handgeschakeld,950,Dec/15,5
May/25,Wit,Diesel,,Peugeot,102317,Boxer,2,96,13444,Autobedrijf,Handgeschakeld,2400,Apr/16,0
Feb/26,Wit,Diesel,,Peugeot,114150,Partner,2,74,7850,Autobedrijf,Handgeschakeld,1267,Jan/19,4
,Zwart,Diesel,Ja,Peugeot,123309,Partner,1,55,8600,Autobedrijf,Handgeschakeld,1267,Jun/17,0
Nov/25,Wit,Diesel,Ja,Peugeot,108611,Boxer,2,103,13800,Autobedrijf,Handgeschakeld,1930,Nov/19,0
Apr/26,Grijs,Benzine,,Peugeot,125000,2008,,60,6699,Particulier,Handgeschakeld,,Sep/15,0
Nieuw,Blauw,Benzine,Ja,Peugeot,118940,308,,81,8950,Autobedrijf,Handgeschakeld,1165,Aug/17,0
Mar/26,Zwart,Diesel,,Peugeot,106810,208,,85,7499,Autobedrijf,Handgeschakeld,1090,Mar/15,5
,Zilver,Diesel,Ja,Peugeot,104408,Partner,,,9900,Autobedrijf,Handgeschakeld,,Aug/17,0
Feb/26,Grijs,Benzine,Ja,Peugeot,105007,2008,,81,9250,Autobedrijf,Handgeschakeld,1065,Feb/17,0
Feb/26,Grijs,Benzine,,Peugeot,114893,5008,,115,8450,Autobedrijf,Handgeschakeld,1465,Feb/15,5
Jul/25,Grijs,Benzine,,Peugeot,113300,108,,51,5500,Particulier,Handgeschakeld,830,Jul/16,0
Mar/26,Zwart,Benzine,Ja,Peugeot,100894,308,,96,8950,Autobedrijf,Handgeschakeld,1165,Feb/17,0
Jul/25,Bruin,Benzine,Ja,Peugeot,124333,3008,1,96,15940,Autobedrijf,Automatisch,1245,Sep/16,5
Mar/26,Wit,Benzine,Ja,Peugeot,115855,3008,,96,14940,Autobedrijf,Handgeschakeld,1229,Mar/18,0
,,Benzine,Ja,Peugeot,123000,3008,,96,14500,Particulier,Handgeschakeld,1545,Jul/17,0
Dec/25,Geel,Benzine,Ja,Peugeot,104057,208,3,74,15950,Autobedrijf,Automatisch,1065,Dec/19,0
May/25,Grijs,Benzine,Ja,Peugeot,113291,208,2,60,6449,Autobedrijf,Handgeschakeld,950,May/16,5
Oct/25,Zwart,Benzine,Ja,Peugeot,124170,2008,2,81,7650,Autobedrijf,Handgeschakeld,1065,Oct/15,0
Dec/25,,Diesel,Ja,Peugeot,119719,Expert,,90,10950,Autobedrijf,Handgeschakeld,1565,Jan/17,0
Nieuw,Rood,Diesel,Ja,Peugeot,118800,308,,110,9950,Autobedrijf,Handgeschakeld,1265,Oct/15,5
Nieuw,,Diesel,,Peugeot,104546,Partner,,73,7745,Autobedrijf,Handgeschakeld,1267,May/17,5
Mar/26,Wit,Diesel,Ja,Peugeot,123409,Partner,,74,6250,Autobedrijf,Handgeschakeld,1284,May/18,0
Nieuw,Grijs,Benzine,Ja,Peugeot,110530,5008,1,96,19400,Autobedrijf,Handgeschakeld,1295,May/19,5
Nieuw,Grijs,Benzine,Ja,Peugeot,115537,3008,,96,18450,Autobedrijf,Automatisch,1245,Mar/17,5
Apr/26,Wit,Diesel,Ja,Peugeot,123027,Expert,,70,8499,Autobedrijf,Handgeschakeld,1484,Mar/19,0
Mar/27,Blauw,Benzine,,Peugeot,110968,Rifter,,81,19390,Autobedrijf,Handgeschakeld,1487,Mar/19,5
Oct/26,Wit,Benzine,Ja,Peugeot,109912,208,,60,10925,Autobedrijf,Handgeschakeld,955,Oct/18,5
Nieuw,Wit,Benzine,Ja,Peugeot,113167,3008,,96,18950,Autobedrijf,Automatisch,1295,Jul/19,0
Jan/26,Blauw,Benzine,Ja,Peugeot,112286,208,2,60,7900,Autobedrijf,Handgeschakeld,950,Jan/17,0
Nieuw,Blauw,Benzine,Ja,Peugeot,122654,308,,96,8450,Autobedrijf,Handgeschakeld,1065,Feb/15,0
Aug/25,Blauw,Benzine,Ja,Peugeot,106304,208,1,81,9000,Particulier,Handgeschakeld,1045,Aug/15,0
May/25,Zilver,Benzine,,Peugeot,110000,308,1,96,11500,Particulier,Automatisch,1275,Apr/16,0
,Wit,Benzine,,Peugeot,107202,108,,53,7495,Autobedrijf,Handgeschakeld,815,Jan/19,0
Oct/25,Wit,Benzine,Ja,Peugeot,110033,3008,,96,16745,Autobedrijf,Automatisch,1295,Oct/19,0
Nieuw,Grijs,Benzine,Ja,Peugeot,116084,208,,60,7995,Autobedrijf,Handgeschakeld,950,Jul/17,0
Jan/26,Wit,Benzine,Ja,Peugeot,109161,2008,4,82,11400,Autobedrijf,Handgeschakeld,1065,Aug/18,5
,Grijs,Benzine,Ja,Peugeot,104966,308,,81,8925,Autobedrijf,Handgeschakeld,1165,May/17,0
Jun/26,Groen,Benzine,Ja,Peugeot,123345,2008,,81,10440,Autobedrijf,Handgeschakeld,1065,Jun/18,1
Aug/25,Grijs,Benzine,,Peugeot,100473,2008,,81,9950,Autobedrijf,Handgeschakeld,1065,Aug/16,5
,Grijs,Benzine,,Peugeot,119637,308,,96,8500,Particulier,Handgeschakeld,1165,Apr/16,0
,Grijs,Benzine,Ja,Peugeot,102412,5008,,96,17900,Autobedrijf,Automatisch,1405,Dec/19,4
May/26,Blauw,Diesel,Ja,Peugeot,107635,208,,73,7950,Autobedrijf,Handgeschakeld,1065,Apr/18,0
,Wit,Diesel,Ja,Peugeot,101476,308,2,96,14990,Autobedrijf,Handgeschakeld,1270,Mar/19,0
Nieuw,Grijs,Benzine,,Peugeot,105694,208,,60,8950,Autobedrijf,Handgeschakeld,950,Feb/17,5
Nov/25,Zwart,Benzine,,Peugeot,106116,3008,,96,16950,Autobedrijf,Handgeschakeld,1229,Jul/17,5
,Grijs,Benzine,Ja,Peugeot,118942,3008,,96,14750,Autobedrijf,Handgeschakeld,1295,Apr/19,0
Nieuw,Blauw,Benzine,Ja,Peugeot,115002,308,,96,13495,Autobedrijf,Handgeschakeld,1180,Nov/19,0
Aug/25,Blauw,Benzine,Ja,Peugeot,112358,308,,96,12300,Autobedrijf,Handgeschakeld,1180,Aug/19,5
Mar/26,Zwart,Diesel,Ja,Peugeot,111543,308,,88,9975,Autobedrijf,Handgeschakeld,1275,Dec/15,0
Oct/26,Grijs,Benzine,Ja,Peugeot,111410,3008,,96,17450,Particulier,Automatisch,1245,Mar/18,0
Oct/26,Grijs,Benzine,Ja,Peugeot,115449,2008,2,61,11950,Autobedrijf,Handgeschakeld,1055,Aug/19,5
Jun/25,Zwart,Benzine,Ja,Peugeot,113420,208,,60,7350,Autobedrijf,Handgeschakeld,950,Jun/16,0
Nieuw,Rood,Benzine,Ja,Peugeot,107951,2008,,81,9800,Autobedrijf,Handgeschakeld,1065,Aug/17,5
Apr/26,Grijs,Benzine,,Peugeot,100562,Partner,,81,13725,Autobedrijf,Handgeschakeld,1295,Mar/17,5
Apr/26,Grijs,Benzine,Ja,Peugeot,112950,3008,3,96,15944,Autobedrijf,Handgeschakeld,1229,Apr/17,0
Jul/26,Grijs,Benzine,Ja,Peugeot,119019,Partner,,81,13900,Autobedrijf,Handgeschakeld,1295,Jul/18,0
Feb/26,Bruin,Benzine,Ja,Peugeot,118395,3008,,96,15925,Autobedrijf,Handgeschakeld,1229,Feb/17,5
Oct/27,Zwart,Benzine,Ja,Peugeot,12216,5008,,96,34750,Autobedrijf,Automatisch,1405,Oct/23,0
Jul/26,Geel,Benzine,Ja,Peugeot,41678,208,1,55,15900,Autobedrijf,Handgeschakeld,955,Jul/22,5
